time,ir,red,green,gyro,spo2,hr,temp
16:43:52:434,109642,98199,8127,1,0,0,0
16:43:52:454,109631,98204,8137,1,0,0,0
16:43:52:474,109610,98176,8135,1,0,0,0
16:43:52:494,109597,98173,8140,1,0,0,0
16:43:52:514,109402,98119,8114,1,0,0,0
16:43:52:534,108244,97734,8024,1,0,0,0
16:43:52:554,107789,97550,7989,1,0,0,0
16:43:52:574,107646,97506,7986,1,0,0,0
16:43:52:594,107679,97509,7987,1,0,0,0
16:43:52:614,107864,97571,8011,1,0,0,0
16:43:52:634,108144,97691,8031,1,0,0,0
16:43:52:654,108422,97792,8055,1,0,0,0
16:43:52:674,108728,97913,8092,1,0,0,0
16:43:52:694,109064,98032,8109,1,0,0,0
16:43:52:714,109461,98157,8129,1,0,0,0
16:43:52:734,109652,98215,8142,1,0,0,0
16:43:52:754,109721,98223,8162,1,0,0,0
16:43:52:774,109681,98210,8154,1,0,0,0
16:43:52:794,109607,98178,8137,1,0,0,0
16:43:52:814,109519,98160,8149,1,0,0,0
16:43:52:834,109469,98133,8143,1,0,0,0
16:43:52:854,109471,98138,8146,1,100,48,0
16:43:56:950,109490,98154,8148,1,0,0,0
16:43:56:970,109572,98168,8154,1,0,0,0
16:43:56:990,109704,98206,8159,1,0,0,0
16:43:57:010,109819,98236,8157,1,0,0,0
16:43:57:030,109975,98285,8171,1,0,0,0
16:43:57:050,110090,98320,8176,1,0,0,0
16:43:57:070,110145,98328,8177,1,0,0,0
16:43:57:090,110123,98327,8180,1,0,0,0
16:43:57:110,110018,98271,8177,1,0,0,0
16:43:57:130,109955,98253,8177,1,0,0,0
16:43:57:150,109929,98249,8172,1,0,0,0
16:43:57:170,109919,98247,8175,1,0,0,0
16:43:57:190,109927,98250,8173,1,0,0,0
16:43:57:210,109921,98238,8159,1,0,0,0
16:43:57:230,109938,98247,8180,1,0,0,0
16:43:57:250,110168,98147,8251,1,0,0,0
16:43:57:270,110187,98186,8266,1,0,0,0
16:43:57:290,110129,98164,8252,1,0,0,0
16:43:57:310,109843,98068,8257,1,0,0,0
16:43:57:330,109309,97909,8211,1,0,0,0
16:43:57:350,108724,97695,8157,1,0,0,0
16:43:57:370,108392,97586,8127,1,0,0,0
16:43:57:390,108395,97555,8120,1,0,0,0
16:43:57:410,108614,97663,8151,1,0,0,0
16:43:57:430,108945,97783,8176,1,0,0,0
16:43:57:450,109170,97862,8207,1,0,0,0
16:43:57:470,109298,97908,8211,1,0,0,0
16:43:57:490,109354,97932,8220,1,0,0,0
16:43:57:510,109452,97960,8227,1,0,0,0
16:43:57:530,109531,97975,8217,1,0,0,0
16:43:57:550,109597,97998,8228,1,0,0,0
16:43:57:570,109589,97997,8233,1,0,0,0
16:43:57:590,109536,98009,8224,1,0,0,0
16:43:57:610,109467,97954,8224,1,0,0,0
16:43:57:630,109380,97915,8222,1,0,0,0
16:43:57:650,109324,97897,8222,1,0,0,0
16:43:57:670,109330,97908,8226,1,0,0,0
16:43:57:690,109411,97928,8230,1,0,0,0
16:43:57:710,109527,97958,8225,1,0,0,0
16:43:57:730,109582,97987,8231,1,0,0,0
16:43:57:750,109652,97994,8243,1,0,0,0
16:43:57:770,109696,98010,8240,1,0,0,0
16:43:57:790,109741,98009,8248,1,0,0,0
16:43:57:810,109785,97996,8241,1,0,0,0
16:43:57:830,109788,98024,8238,1,0,0,0
16:43:57:850,109809,98022,8245,1,0,0,0
16:43:57:870,109797,98035,8238,1,0,0,0
16:43:57:890,109815,98028,8244,1,0,0,0
16:43:57:910,109841,98045,8246,1,0,0,0
16:43:57:930,109879,98049,8248,1,0,0,0
16:43:57:950,109961,98063,8258,1,0,0,0
16:43:57:970,110012,98082,8256,1,0,0,0
16:43:57:990,110051,98087,8259,1,0,0,0
16:43:58:010,110033,98092,8260,1,0,0,0
16:43:58:030,110041,98080,8257,1,0,0,0
16:43:58:050,110003,98084,8265,1,0,0,0
16:43:58:070,109738,97997,8249,1,0,0,0
16:43:58:090,109204,97815,8221,1,0,0,0
16:43:58:110,108561,97593,8155,1,0,0,0
16:43:58:130,108204,97441,8103,1,0,0,0
16:43:58:150,108193,97451,8109,1,0,0,0
16:43:58:170,108350,97518,8121,1,0,0,0
16:43:58:190,108623,97613,8158,1,0,0,0
16:43:58:210,108854,97707,8190,1,0,0,0
16:43:58:230,109046,97749,8208,1,0,0,0
16:43:58:250,109147,97818,8217,1,0,0,0
16:43:58:270,109234,97840,8218,1,0,0,0
16:43:58:290,109351,97882,8230,1,0,0,0
16:43:58:310,109445,97905,8226,1,0,0,0
16:43:58:330,109478,97911,8239,1,0,0,0
16:43:58:350,109437,97899,8238,1,0,0,0
16:43:58:370,109334,97868,8233,1,0,0,0
16:43:58:390,109262,97837,8231,1,0,0,0
16:43:58:410,109237,97825,8226,1,0,0,0
16:43:58:430,109273,97835,8233,1,0,0,0
16:43:58:450,109305,97848,8244,1,0,0,0
16:43:58:470,109419,97892,8238,1,0,0,0
16:43:58:490,109507,97915,8247,1,0,0,0
16:43:58:510,109568,97937,8240,1,0,0,0
16:43:58:530,109630,97948,8244,1,0,0,0
16:43:58:550,109644,97939,8248,1,0,0,0
16:43:58:570,109661,97964,8242,1,0,0,0
16:43:58:590,109677,97968,8250,1,0,0,0
16:43:58:610,109684,97976,8246,1,0,0,0
16:43:58:630,109739,97988,8256,1,0,0,0
16:43:58:650,109780,97990,8242,1,0,0,0
16:43:58:670,109833,98009,8263,1,0,0,0
16:43:58:690,109889,98013,8256,1,0,0,0
16:43:58:710,109914,98021,8249,1,0,0,0
16:43:58:730,109942,98035,8262,1,0,0,0
16:43:58:750,109943,98038,8252,1,0,0,0
16:43:58:770,109953,98028,8269,1,0,0,0
16:43:58:790,109975,98046,8271,1,0,0,0
16:43:58:810,109854,97989,8256,1,0,0,0
16:43:58:830,109498,97902,8247,1,0,0,0
16:43:58:850,108866,97678,8185,1,0,0,0
16:43:58:870,108300,97481,8124,1,0,0,0
16:43:58:890,108144,97405,8106,1,0,0,0
16:43:58:910,108243,97437,8118,1,0,0,0
16:43:58:930,108494,97539,8147,1,0,0,0
16:43:58:950,108741,97634,8178,1,0,0,0
16:43:58:970,108925,97705,8205,1,0,0,0
16:43:58:990,109019,97735,8207,1,0,0,0
16:43:59:010,109080,97750,8222,1,0,0,0
16:43:59:030,109168,97792,8226,1,0,0,0
16:43:59:050,109238,97808,8234,1,0,0,0
16:43:59:070,109288,97822,8236,1,0,0,0
16:43:59:090,109280,97832,8225,1,0,0,0
16:43:59:110,109262,97812,8233,1,0,0,0
16:43:59:130,109181,97800,8234,1,0,0,0
16:43:59:150,109128,97764,8230,1,0,0,0
16:43:59:170,109134,97777,8229,1,0,0,0
16:43:59:190,109176,97813,8222,1,0,0,0
16:43:59:210,109261,97808,8232,1,0,0,0
16:43:59:230,109351,97857,8246,1,0,0,0
16:43:59:250,109442,97867,8246,1,0,0,0
16:43:59:270,109516,97886,8247,1,0,0,0
16:43:59:290,109576,97912,8250,1,0,0,0
16:43:59:310,109640,97916,8271,1,0,0,0
16:43:59:330,109669,97926,8254,1,0,0,0
16:43:59:350,109686,97924,8252,1,0,0,0
16:43:59:370,109716,97938,8265,1,0,0,0
16:43:59:390,109714,97939,8264,1,0,0,0
16:43:59:410,109714,97932,8297,1,0,0,0
16:43:59:430,109721,97949,8257,1,0,0,0
16:43:59:450,109703,97928,8266,1,0,0,0
16:43:59:470,109698,97944,8263,1,0,0,0
16:43:59:490,109715,97940,8262,1,0,0,0
16:43:59:510,109750,97929,8271,1,0,0,0
16:43:59:530,109752,97953,8263,1,0,0,0
16:43:59:550,109761,97943,8268,1,0,0,0
16:43:59:570,109668,97923,8254,1,0,0,0
16:43:59:590,109342,97810,8236,1,0,0,0
16:43:59:610,108725,97601,8192,1,0,0,0
16:43:59:630,108247,97417,8135,1,0,0,0
16:43:59:650,108083,97358,8113,1,0,0,0
16:43:59:670,108143,97391,8116,1,0,0,0
16:43:59:690,108403,97476,8152,1,0,0,0
16:43:59:710,108690,97603,8186,1,0,0,0
16:43:59:730,108906,97655,8203,1,0,0,0
16:43:59:750,109012,97713,8225,1,0,0,0
16:43:59:770,109033,97736,8223,1,0,0,0
16:43:59:790,109137,97756,8230,1,0,0,0
16:43:59:810,109241,97789,8237,1,0,0,0
16:43:59:830,109315,97826,8242,1,0,0,0
16:43:59:850,109328,97824,8235,1,0,0,0
16:43:59:870,109294,97820,8239,1,0,0,0
16:43:59:890,109220,97789,8238,1,0,0,0
16:43:59:910,109185,97782,8234,1,0,0,0
16:43:59:930,109167,97775,8234,1,0,0,0
16:43:59:950,109200,97782,8241,1,0,0,0
16:43:59:970,109274,97806,8236,1,0,0,0
16:43:59:990,109355,97821,8250,1,0,0,0
16:44:00:010,109436,97851,8255,1,0,0,0
16:44:00:030,109534,97876,8259,1,0,0,0
16:44:00:050,109597,97872,8255,1,0,0,0
16:44:00:070,109611,97888,8246,1,0,0,0
16:44:00:090,109622,97900,8256,1,0,0,0
16:44:00:110,109648,97897,8252,1,0,0,0
16:44:00:130,109663,97898,8260,1,0,0,0
16:44:00:150,109719,97927,8262,1,0,0,0
16:44:00:170,109774,97940,8263,1,0,0,0
16:44:00:190,109823,97935,8272,1,0,0,0
16:44:00:210,109828,97947,8259,1,0,0,0
16:44:00:230,109852,97949,8271,1,0,0,0
16:44:00:250,109868,97957,8271,1,0,0,0
16:44:00:270,109864,97936,8263,1,0,0,0
16:44:00:290,109917,97964,8281,1,0,0,0
16:44:00:310,109922,97981,8277,1,0,0,0
16:44:00:330,109873,97947,8281,1,0,0,0
16:44:00:350,109592,97880,8266,1,0,0,0
16:44:00:370,108997,97679,8212,1,0,0,0
16:44:00:390,108397,97468,8151,1,0,0,0
16:44:00:410,108120,97348,8113,1,0,0,0
16:44:00:430,108138,97355,8122,1,0,0,0
16:44:00:450,108309,97427,8147,1,0,0,0
16:44:00:470,108531,97509,8179,1,0,0,0
16:44:00:490,108727,97605,8198,1,0,0,0
16:44:00:510,108877,97648,8215,1,0,0,0
16:44:00:530,108919,97674,8220,1,0,0,0
16:44:00:550,108942,97689,8217,1,0,0,0
16:44:00:570,109028,97703,8230,1,0,0,0
16:44:00:590,109146,97737,8225,1,0,0,0
16:44:00:610,109215,97769,8243,1,0,0,0
16:44:00:630,109211,97774,8237,1,0,0,0
16:44:00:650,109141,97756,8232,1,0,0,0
16:44:00:670,109075,97730,8232,1,0,0,0
16:44:00:690,109096,97723,8241,1,0,0,0
16:44:00:710,109136,97749,8246,1,0,0,0
16:44:00:730,109222,97764,8254,1,0,0,0
16:44:00:750,109302,97790,8250,1,0,0,0
16:44:00:770,109385,97806,8252,1,0,0,0
16:44:00:790,109458,97846,8248,1,0,0,0
16:44:00:810,109509,97846,8263,1,0,0,0
16:44:00:830,109573,97866,8268,1,0,0,0
16:44:00:850,109626,97881,8254,1,0,0,0
16:44:00:870,109648,97882,8267,1,0,0,0
16:44:00:890,109667,97891,8262,1,0,0,0
16:44:00:910,109688,97895,8272,1,0,0,0
16:44:00:930,109706,97907,8269,1,0,0,0
16:44:00:950,109736,97899,8266,1,0,0,0
16:44:00:970,109768,97906,8276,1,0,0,0
16:44:00:990,109814,97929,8272,1,0,0,0
16:44:01:010,109868,97909,8274,1,0,0,0
16:44:01:030,109867,97943,8270,1,0,0,0
16:44:01:050,109877,97943,8269,1,0,0,0
16:44:01:070,109885,97941,8270,1,0,0,0
16:44:01:090,109915,97950,8275,1,0,0,0
16:44:01:110,109897,97951,8276,1,0,0,0
16:44:01:130,109759,97898,8261,1,0,0,0
16:44:01:150,109370,97792,8251,1,0,0,0
16:44:01:170,108823,97607,8211,1,0,0,0
16:44:01:190,108422,97462,8156,1,0,0,0
16:44:01:210,108348,97442,8159,1,0,0,0
16:44:01:230,108467,97510,8163,1,0,0,0
16:44:01:250,108688,97579,8197,1,0,0,0
16:44:01:270,108917,97661,8223,1,0,0,0
16:44:01:290,109042,97712,8222,1,0,0,0
16:44:01:310,109098,97727,8236,1,0,0,0
16:44:01:330,109152,97742,8235,1,0,0,0
16:44:01:350,109241,97776,8243,1,0,0,0
16:44:01:370,109355,97807,8257,1,0,0,0
16:44:01:390,109389,97815,8253,1,0,0,0
16:44:01:410,109384,97811,8262,1,0,0,0
16:44:01:430,109329,97799,8260,1,0,0,0
16:44:01:450,109273,97754,8231,1,0,0,0
16:44:01:470,109257,97774,8245,1,0,0,0
16:44:01:490,109261,97773,8245,1,0,0,0
16:44:01:510,109309,97791,8260,1,0,0,0
16:44:01:530,109382,97814,8253,1,0,0,0
16:44:01:550,109439,97823,8263,1,0,0,0
16:44:01:570,109540,97848,8264,1,0,0,0
16:44:01:590,109623,97872,8268,1,0,0,0
16:44:01:610,109697,97885,8273,1,0,0,0
16:44:01:630,109724,97911,8264,1,0,0,0
16:44:01:650,109740,97892,8281,1,0,0,0
16:44:01:670,109753,97897,8275,1,0,0,0
16:44:01:690,109736,97900,8267,1,0,0,0
16:44:01:710,109756,97906,8282,1,0,0,0
16:44:01:730,109782,97916,8275,1,0,0,0
16:44:01:750,109819,97925,8287,1,0,0,0
16:44:01:770,109853,97933,8283,1,0,0,0
16:44:01:790,109881,97944,8282,1,0,0,0
16:44:01:810,109924,97949,8282,1,0,0,0
16:44:01:830,109947,97950,8278,1,0,0,0
16:44:01:850,109995,97967,8288,1,0,0,0
16:44:01:870,110027,97970,8290,1,0,0,0
16:44:01:890,110053,97985,8289,1,0,0,0
16:44:01:910,110057,97988,8291,1,0,0,0
16:44:01:930,109915,97934,8288,1,100,59,35.37
16:44:07:178,109543,97830,8269,1,0,0,0
16:44:07:198,109044,97671,8235,1,0,0,0
16:44:07:218,108597,97508,8198,1,0,0,0
16:44:07:238,108511,97481,8176,1,0,0,0
16:44:07:258,108594,97515,8190,1,0,0,0
16:44:07:278,108805,97587,8212,1,0,0,0
16:44:07:298,109007,97676,8234,1,0,0,0
16:44:07:318,109125,97722,8247,1,0,0,0
16:44:07:338,109206,97736,8245,1,0,0,0
16:44:07:358,109260,97751,8251,1,0,0,0
16:44:07:378,109350,97785,8263,1,0,0,0
16:44:07:398,109450,97817,8263,1,0,0,0
16:44:07:418,109534,97840,8272,1,0,0,0
16:44:07:438,109549,97856,8267,1,0,0,0
16:44:07:458,109519,97831,8267,1,0,0,0
16:44:07:478,109824,97811,8316,1,0,0,0
16:44:07:498,109840,97819,8322,1,0,0,0
16:44:07:518,109857,97829,8319,1,0,0,0
16:44:07:538,109865,97823,8320,1,0,0,0
16:44:07:558,109868,97824,8322,1,0,0,0
16:44:07:578,109802,97805,8320,1,0,0,0
16:44:07:598,109558,97734,8310,1,0,0,0
16:44:07:618,109083,97564,8277,1,0,0,0
16:44:07:638,108539,97369,8200,1,0,0,0
16:44:07:658,108300,97274,8179,1,0,0,0
16:44:07:678,108275,97265,8168,1,0,0,0
16:44:07:698,108414,97335,8193,1,0,0,0
16:44:07:718,108601,97401,8206,1,0,0,0
16:44:07:738,108779,97465,8255,1,0,0,0
16:44:07:758,108875,97511,8253,1,0,0,0
16:44:07:778,108871,97515,8249,1,0,0,0
16:44:07:798,108894,97512,8258,1,0,0,0
16:44:07:818,108987,97562,8261,1,0,0,0
16:44:07:838,109136,97579,8268,1,0,0,0
16:44:07:858,109222,97639,8275,1,0,0,0
16:44:07:878,109235,97637,8277,1,0,0,0
16:44:07:898,109198,97632,8287,1,0,0,0
16:44:07:918,109140,97610,8280,1,0,0,0
16:44:07:938,109111,97594,8276,1,0,0,0
16:44:07:958,109112,97599,8285,1,0,0,0
16:44:07:978,109125,97598,8273,1,0,0,0
16:44:07:998,109188,97615,8291,1,0,0,0
16:44:08:018,109264,97648,8295,1,0,0,0
16:44:08:038,109343,97674,8306,1,0,0,0
16:44:08:058,109392,97687,8305,1,0,0,0
16:44:08:078,109460,97708,8287,1,0,0,0
16:44:08:098,109522,97718,8312,1,0,0,0
16:44:08:118,109552,97740,8300,1,0,0,0
16:44:08:138,109576,97741,8307,1,0,0,0
16:44:08:158,109585,97756,8312,1,0,0,0
16:44:08:178,109594,97745,8316,1,0,0,0
16:44:08:198,109627,97753,8321,1,0,0,0
16:44:08:218,109680,97767,8311,1,0,0,0
16:44:08:238,109714,97773,8324,1,0,0,0
16:44:08:258,109756,97791,8316,1,0,0,0
16:44:08:278,109780,97794,8316,1,0,0,0
16:44:08:298,109794,97801,8322,1,0,0,0
16:44:08:318,109770,97780,8314,1,0,0,0
16:44:08:338,109797,97783,8324,1,0,0,0
16:44:08:358,109755,97778,8318,1,0,0,0
16:44:08:378,109587,97734,8314,1,0,0,0
16:44:08:398,109213,97599,8291,1,0,0,0
16:44:08:418,108677,97412,8225,1,0,0,0
16:44:08:438,108375,97274,8191,1,0,0,0
16:44:08:458,108291,97254,8181,1,0,0,0
16:44:08:478,108406,97317,8195,1,0,0,0
16:44:08:498,108602,97382,8226,1,0,0,0
16:44:08:518,108787,97450,8242,1,0,0,0
16:44:08:538,108923,97509,8268,1,0,0,0
16:44:08:558,108947,97534,8259,1,0,0,0
16:44:08:578,109006,97532,8276,1,0,0,0
16:44:08:598,109106,97571,8277,1,0,0,0
16:44:08:618,109178,97599,8291,1,0,0,0
16:44:08:638,109254,97632,8294,1,0,0,0
16:44:08:658,109237,97631,8293,1,0,0,0
16:44:08:678,109172,97593,8285,1,0,0,0
16:44:08:698,109076,97556,8283,1,0,0,0
16:44:08:718,109027,97541,8280,1,0,0,0
16:44:08:738,108999,97533,8278,1,0,0,0
16:44:08:758,108986,97528,8273,1,0,0,0
16:44:08:778,109005,97522,8270,1,0,0,0
16:44:08:798,109033,97551,8269,1,0,0,0
16:44:08:818,109032,97539,8275,1,0,0,0
16:44:08:838,108979,97518,8263,1,0,0,0
16:44:08:858,108889,97488,8244,1,0,0,0
16:44:08:878,108925,97477,8254,1,0,0,0
16:44:08:898,109056,97544,8262,1,0,0,0
16:44:08:918,109282,97641,8299,1,0,0,0
16:44:08:938,109508,97721,8303,1,0,0,0
16:44:08:958,109675,97770,8304,1,0,0,0
16:44:08:978,109868,97821,8319,1,0,0,0
16:44:08:998,110001,97885,8328,1,0,0,0
16:44:09:018,110054,97870,8326,1,0,0,0
16:44:09:038,110081,97917,8326,1,0,0,0
16:44:09:058,110123,97928,8332,1,0,0,0
16:44:09:078,110193,97954,8338,1,0,0,0
16:44:09:098,110246,97962,8340,1,0,0,0
16:44:09:118,110269,97964,8344,1,0,0,0
16:44:09:138,110292,97979,8341,1,0,0,0
16:44:09:158,110216,97951,8337,1,0,0,0
16:44:09:178,109921,97879,8333,1,0,0,0
16:44:09:198,109390,97690,8284,1,0,0,0
16:44:09:218,108866,97503,8249,1,0,0,0
16:44:09:238,108536,97381,8224,1,0,0,0
16:44:09:258,108420,97336,8181,1,0,0,0
16:44:09:278,108436,97346,8193,1,0,0,0
16:44:09:298,108518,97374,8197,1,0,0,0
16:44:09:318,108571,97402,8207,1,0,0,0
16:44:09:338,108544,97394,8194,1,0,0,0
16:44:09:358,108474,97341,8190,1,0,0,0
16:44:09:378,108531,97372,8197,1,0,0,0
16:44:09:398,108743,97464,8210,1,0,0,0
16:44:09:418,108933,97539,8247,1,0,0,0
16:44:09:438,109033,97607,8252,1,0,0,0
16:44:09:458,109013,97573,8250,1,0,0,0
16:44:09:478,109006,97577,8261,1,0,0,0
16:44:09:498,109013,97579,8255,1,0,0,0
16:44:09:518,109044,97596,8265,1,0,0,0
16:44:09:538,109153,97633,8274,1,0,0,0
16:44:09:558,109273,97675,8277,1,0,0,0
16:44:09:578,109486,97772,8297,1,0,0,0
16:44:09:598,109630,97812,8307,1,0,0,0
16:44:09:618,109721,97839,8315,1,0,0,0
16:44:09:638,109786,97861,8309,1,0,0,0
16:44:09:658,109871,97885,8321,1,0,0,0
16:44:09:678,110004,97940,8325,1,0,0,0
16:44:09:698,110059,97938,8323,1,0,0,0
16:44:09:718,110105,97975,8326,1,0,0,0
16:44:09:738,110181,97997,8318,1,0,0,0
16:44:09:758,110226,98008,8334,1,0,0,0
16:44:09:778,110282,98032,8339,1,0,0,0
16:44:09:798,110324,98050,8345,1,0,0,0
16:44:09:818,110358,98063,8347,1,0,0,0
16:44:09:838,110306,98041,8338,1,0,0,0
16:44:09:858,110232,98015,8345,1,0,0,0
16:44:09:878,110035,97967,8311,1,0,0,0
16:44:09:898,109816,97868,8322,1,0,0,0
16:44:09:918,109535,97784,8282,1,0,0,0
16:44:09:938,109015,97585,8209,1,0,0,0
16:44:09:958,108320,97291,8141,1,0,0,0
16:44:09:978,107666,97041,8046,1,0,0,0
16:44:09:998,107240,96874,8014,1,0,0,0
16:44:10:018,106937,96779,7961,1,0,0,0
16:44:10:038,106751,96700,7922,1,0,0,0
16:44:10:058,106737,96698,7927,1,0,0,0
16:44:10:078,106769,96683,7913,1,0,0,0
16:44:10:098,106856,96686,7964,1,0,0,0
16:44:10:118,106992,96743,7959,1,0,0,0
16:44:10:138,107101,96756,7965,1,0,0,0
16:44:10:158,107274,96809,7998,1,0,0,0
16:44:10:178,107493,96874,8002,1,0,0,0
16:44:10:198,107721,96910,8033,1,0,0,0
16:44:10:218,107801,96970,8038,1,0,0,0
16:44:10:238,107676,96897,8043,1,0,0,0
16:44:10:258,107500,96838,8036,1,0,0,0
16:44:10:278,107316,96759,7982,1,0,0,0
16:44:10:298,107215,96711,8004,1,0,0,0
16:44:10:318,107151,96712,7974,1,0,0,0
16:44:10:338,107101,96668,7981,1,0,0,0
16:44:10:358,107089,96664,7975,1,0,0,0
16:44:10:378,107033,96629,7942,1,0,0,0
16:44:10:398,107008,96637,7952,1,0,0,0
16:44:10:418,106890,96560,7908,1,0,0,0
16:44:10:438,106782,96473,7915,1,0,0,0
16:44:10:458,106685,96446,7894,1,0,0,0
16:44:10:478,106569,96369,7871,1,0,0,0
16:44:10:498,106467,96317,7850,1,0,0,0
16:44:10:518,106326,96245,7801,1,0,0,0
16:44:10:538,106197,96162,7806,1,0,0,0
16:44:10:558,106080,96104,7753,1,0,0,0
16:44:10:578,105911,96013,7705,1,0,0,0
16:44:10:598,105778,95941,7668,1,0,0,0
16:44:10:618,105595,95845,7599,1,0,0,0
16:44:10:638,105393,95722,7554,1,0,0,0
16:44:10:658,105163,95634,7475,1,0,0,0
16:44:10:678,104902,95487,7404,1,0,0,0
16:44:10:698,104558,95348,7299,1,0,0,0
16:44:10:718,103985,95089,7103,1,0,0,0
16:44:10:738,103178,94753,6857,1,0,0,0
16:44:10:758,102069,94317,6395,1,0,0,0
16:44:10:778,100731,93808,5965,1,0,0,0
16:44:10:798,98843,93158,5612,1,0,0,0
16:44:10:818,97041,92504,5325,1,0,0,0
16:44:10:838,95486,91935,5161,1,0,0,0
16:44:10:858,94504,91577,5022,1,0,0,0
16:44:10:878,94611,91563,4978,1,0,0,0
16:44:10:898,94313,91466,4904,1,0,0,0
16:44:10:918,94264,91460,4864,1,0,0,0
16:44:10:938,94149,91541,4844,1,0,0,0
16:44:10:958,94560,91657,4806,1,0,0,0
16:44:10:978,94832,91670,4825,1,0,0,0
16:44:10:998,94557,91558,4800,1,0,0,0
16:44:11:018,93429,91195,4707,1,0,0,0
16:44:11:038,92953,90960,4648,1,0,0,0
16:44:11:058,92911,90943,4596,1,0,0,0
16:44:11:078,92997,90962,4580,1,0,0,0
16:44:11:098,93062,91028,4549,1,0,0,0
16:44:11:118,92823,90957,4519,1,0,0,0
16:44:11:138,92148,90748,4497,1,0,0,0
16:44:11:158,90769,90201,4422,1,0,0,0
16:44:11:178,89406,89646,4421,1,0,0,0
16:44:11:198,89617,89824,4397,1,0,0,0
16:44:11:218,90344,90140,4426,1,0,0,0
16:44:11:238,90970,90487,4456,1,0,0,0
16:44:11:258,90301,90253,4437,1,0,0,0
16:44:11:278,89389,89843,4408,1,0,0,0
16:44:11:298,88187,89347,4311,1,0,0,0
16:44:11:318,87372,88969,4233,1,0,0,0
16:44:11:338,86492,88608,4144,1,0,0,0
16:44:11:358,81426,84675,3928,1,0,0,0
16:44:11:378,80199,83008,3862,1,0,0,0
16:44:11:398,80474,83188,3833,1,0,0,0
16:44:11:418,80907,83425,3833,1,0,0,0
16:44:11:438,81171,83745,3790,1,0,0,0
16:44:11:458,82184,84619,3765,1,0,0,0
16:44:11:478,84301,86170,3787,1,0,0,0
16:44:11:498,86531,87470,3794,1,0,0,0
16:44:11:518,88865,88763,3882,1,0,0,0
16:44:11:538,89834,89347,3934,1,0,0,0
16:44:11:558,90159,89575,3982,1,0,0,0
16:44:11:578,90809,89934,4050,1,0,0,0
16:44:11:598,90973,90122,4055,1,0,0,0
16:44:11:618,90904,90121,4093,1,0,0,0
16:44:11:638,90765,90116,4098,1,0,0,0
16:44:11:658,90500,89983,4119,1,0,0,0
16:44:11:678,90108,89824,4114,1,0,0,0
16:44:11:698,89630,89653,4083,1,0,0,0
16:44:11:718,89114,89441,4039,1,0,0,0
16:44:11:738,88366,89157,3980,1,0,0,0
16:44:11:758,88048,89014,3946,1,0,0,0
16:44:11:778,88478,89381,3897,1,0,0,0
16:44:11:798,86214,88370,3772,1,0,0,0
16:44:11:818,85678,88028,3759,1,0,0,0
16:44:11:838,85049,87458,3757,1,0,0,0
16:44:11:858,84665,87006,3785,1,0,0,0
16:44:11:878,84412,86737,3801,1,0,0,0
16:44:11:898,83962,86328,3812,1,0,0,0
16:44:11:918,83746,86047,3858,1,0,0,0
16:44:11:938,83889,86060,3887,1,0,0,0
16:44:11:958,83926,86001,3944,1,0,0,0
16:44:11:978,83038,85186,3970,1,0,0,0
16:44:11:998,82173,84259,3944,1,0,0,0
16:44:12:018,85093,87461,3954,1,0,0,0
16:44:12:038,89968,91648,4046,1,0,0,0
16:44:12:058,94389,94771,4195,1,0,0,0
16:44:12:078,96828,96036,4300,1,0,0,0
16:44:12:098,97237,96116,4376,1,0,0,0
16:44:12:118,97002,96110,4381,1,0,0,0
16:44:12:138,96401,96042,4303,1,0,0,0
16:44:12:158,95114,95526,4235,1,100,74,0
16:44:16:317,93893,94941,4171,1,0,0,0
16:44:16:337,92985,94315,4141,1,0,0,0
16:44:16:357,91207,92747,4105,1,0,0,0
16:44:16:377,90192,91832,4074,1,0,0,0
16:44:16:397,89422,91421,4060,1,0,0,0
16:44:16:417,88855,91253,4021,1,0,0,0
16:44:16:437,88681,91239,3995,1,0,0,0
16:44:16:457,89182,91718,4005,1,0,0,0
16:44:16:477,89503,92293,3987,1,0,0,0
16:44:16:497,87219,90946,3936,1,0,0,0
16:44:16:517,86611,91407,3951,1,0,0,0
16:44:16:537,86510,91696,3910,1,0,0,0
16:44:16:557,85886,91679,3953,1,0,0,0
16:44:16:577,417,691,79,1,0,0,0
16:44:16:597,257,491,70,1,0,0,0
16:44:16:617,469,674,166,1,0,0,0
16:44:16:637,289,590,0,1,0,0,0
16:44:16:657,423,525,203,1,0,0,0
16:44:16:677,396,673,60,1,0,0,0
16:44:16:697,279,481,90,1,0,0,0
16:44:16:717,460,690,149,1,0,0,0
16:44:16:737,265,573,0,1,0,0,0
16:44:16:757,445,565,199,1,0,0,0
16:44:16:777,365,665,24,1,0,0,0
16:44:16:797,271,474,169,1,0,0,0
16:44:16:817,442,700,131,1,0,0,0
16:44:16:837,249,554,3,1,0,0,0
16:44:16:857,456,610,193,1,0,0,0
16:44:16:877,351,643,3,1,0,0,0
16:44:16:897,357,486,170,1,0,0,0
16:44:16:917,426,696,106,1,0,0,0
16:44:16:937,248,508,32,1,0,0,0
16:44:16:957,469,650,171,1,0,0,0
16:44:16:977,320,613,0,1,0,0,0
16:44:16:997,394,522,198,1,0,0,0
16:44:17:017,425,683,71,1,0,0,0
16:44:17:037,255,491,81,1,0,0,0
16:44:17:057,478,670,158,1,0,0,0
16:44:17:077,292,597,0,1,0,0,0
16:44:17:097,416,527,204,1,0,0,0
