timestamp,cnt,ax,ay,az,gx,gy,gz
13:41:49:361,9052,-9.085075,-0.079011,-3.712921,-0.002663,0.012783,0.003195
13:41:49:413,9074,-9.056344,-0.039505,-3.560286,-0.002396,-0.000532,-0.006391
13:41:49:417,9096,-8.930046,-0.083201,-3.564476,-0.009321,-0.009587,-0.003462
13:41:49:421,9119,-9.085674,-0.131086,-3.465712,-0.012517,0.000532,-0.012783
13:41:49:476,9141,-8.998881,-0.019154,-3.609369,-0.011984,-0.017311,-0.006391
13:41:49:483,9163,-8.960573,-0.116122,-3.676408,-0.005060,0.006924,-0.006391
13:41:49:486,9185,-8.974340,-0.090383,-3.612361,-0.005326,-0.011451,0.002130
13:41:49:536,9207,-8.927651,-0.093975,-3.624333,-0.002130,-0.003994,-0.007989
13:41:49:543,9229,-9.032401,-0.111333,-3.562680,-0.009587,-0.008256,-0.008256
13:41:49:546,9252,-9.003670,-0.163409,-3.582433,-0.004527,-0.004793,-0.006658
13:41:49:594,9274,-9.015042,-0.107742,-3.618946,-0.009055,-0.011451,-0.009321
13:41:49:603,9296,-9.030007,-0.089186,-3.639896,-0.005060,-0.006658,-0.007723
13:41:49:650,9318,-9.012648,-0.117319,-3.587820,-0.002929,-0.004793,-0.008256
13:41:49:656,9340,-9.007860,-0.080806,-3.545322,-0.006658,-0.004261,-0.004261
13:41:49:658,9362,-8.983917,-0.020949,-3.580039,-0.004793,-0.002929,-0.002396
13:41:49:714,9384,-9.038985,-0.058061,-3.576447,-0.005326,-0.009853,-0.002929
13:41:49:720,9406,-8.938426,-0.064046,-3.609369,-0.009321,-0.002929,0.001597
13:41:49:772,9429,-8.999480,-0.025139,-3.590214,-0.008788,-0.005326,0.000532
13:41:49:777,9451,-8.983318,-0.110136,-3.576447,-0.010652,-0.007989,-0.003195
13:41:49:781,9473,-8.993494,-0.073623,-3.603383,-0.002663,-0.004261,-0.004261
13:41:49:833,9495,-9.074301,-0.099362,-3.613559,-0.006391,-0.004793,-0.005859
13:41:49:841,9517,-8.980924,-0.095172,-3.562082,-0.004527,-0.003462,-0.010120
13:41:49:844,9539,-8.991698,-0.038308,-3.563877,-0.006125,-0.010652,-0.009587
13:41:49:897,9561,-8.943813,-0.092179,-3.568666,-0.004261,-0.002396,-0.010120
13:41:49:905,9583,-8.975537,-0.071229,-3.600390,-0.003994,-0.005859,-0.006924
13:41:49:907,9605,-8.970748,-0.102953,-3.629121,-0.003994,-0.005592,-0.009321
13:41:49:961,9627,-8.974938,-0.039505,-3.605179,-0.008522,-0.006658,0.000000
13:41:49:968,9649,-8.969551,-0.050878,-3.565673,-0.006924,0.000798,-0.002663
13:41:50:021,9671,-8.997684,-0.073025,-3.683591,-0.005592,0.001597,-0.000532
13:41:50:027,9693,-8.961770,-0.022147,-3.561483,-0.008522,0.000532,-0.002396
13:41:50:029,9715,-9.009057,-0.038906,-3.580039,-0.006125,-0.002396,-0.003195
13:41:50:082,9738,-8.936031,-0.039505,-3.633311,-0.005326,-0.004261,-0.008522
13:41:50:089,9759,-8.927053,-0.128692,-3.601587,-0.009853,-0.009587,-0.009055
13:41:50:093,9781,-8.991698,-0.101158,-3.567469,-0.006658,-0.006658,-0.010919
13:41:50:142,9803,-8.989304,-0.117319,-3.629720,-0.000266,-0.004261,-0.007989
13:41:50:152,9826,-8.909096,-0.088588,-3.569863,-0.001864,-0.003994,-0.007989
13:41:50:155,9848,-8.989903,-0.071229,-3.572257,-0.002396,-0.008522,-0.003728
13:41:50:210,9870,-9.000078,-0.084996,-3.681197,-0.006658,-0.006658,-0.004527
13:41:50:216,9892,-8.980924,-0.077215,-3.609967,-0.006391,0.000266,-0.002396
13:41:50:219,9914,-8.970150,-0.085595,-3.584229,-0.006391,-0.000532,0.003728
13:41:50:275,9936,-8.897124,-0.080208,-3.590214,-0.003994,-0.002130,0.002130
13:41:50:278,9958,-8.944411,-0.115523,-3.562680,-0.009853,-0.006658,-0.003462
13:41:50:280,9980,-9.018634,-0.110735,-3.625530,-0.007989,-0.006924,-0.004527
13:41:50:336,10002,-9.034795,-0.165803,-3.630319,-0.007723,-0.005592,-0.005859
13:41:50:343,10024,-8.976135,-0.093975,-3.603383,-0.003728,-0.006658,-0.008522
13:41:50:346,10046,-9.028809,-0.071229,-3.557293,-0.008522,-0.005859,-0.001331
13:41:50:404,10068,-8.956981,-0.104150,-3.626129,-0.008522,-0.007723,-0.002929
13:41:50:410,10091,-8.992297,-0.079609,-3.627326,-0.008256,-0.006125,-0.008522
13:41:50:412,10113,-9.053949,-0.074821,-3.544125,-0.002663,-0.011185,-0.004261
13:41:50:473,10135,-9.022225,-0.071828,-3.568666,-0.002396,-0.006924,-0.004527
13:41:50:478,10157,-8.974340,-0.059258,-3.578842,-0.005326,-0.003195,-0.003462
13:41:50:480,10180,-8.916279,-0.026935,-3.592609,-0.006658,-0.005326,-0.001331
13:41:50:535,10202,-8.987508,-0.034716,-3.620143,-0.007190,-0.004527,-0.005592
13:41:50:541,10224,-8.977333,-0.073025,-3.625530,-0.003728,-0.000266,-0.003195
13:41:50:599,10246,-9.010852,-0.104749,-3.659648,-0.009587,-0.007190,-0.005592
13:41:50:605,10268,-9.000677,-0.052075,-3.592609,-0.005592,-0.002929,-0.006658
13:41:50:607,10291,-8.974938,-0.064645,-3.640494,-0.005859,-0.001065,-0.007190
13:41:50:661,10313,-8.922863,-0.134677,-3.551307,-0.004527,-0.006125,-0.005326
13:41:50:669,10335,-9.034197,-0.022147,-3.621340,-0.005859,-0.005326,-0.005060
13:41:50:671,10358,-9.005465,-0.015562,-3.720104,-0.005326,-0.001864,-0.011451
13:41:50:723,10380,-8.980325,-0.063448,-3.579440,-0.005060,-0.006125,-0.006924
13:41:50:730,10402,-9.040182,-0.072426,-3.608770,-0.004793,-0.004527,-0.004261
13:41:50:733,10424,-9.029408,-0.088588,-3.638699,-0.003195,-0.007190,-0.005326
13:41:50:787,10446,-9.003670,-0.026337,-3.639896,-0.007723,-0.007723,-0.002663
13:41:50:797,10468,-8.997684,-0.085595,-3.613559,-0.003728,-0.004261,-0.002396
13:41:50:800,10490,-8.973143,-0.059856,-3.625530,-0.006924,-0.007989,-0.000798
13:41:50:849,10512,-8.994691,-0.058659,-3.601587,-0.005326,-0.008522,-0.010652
13:41:50:856,10534,-8.999480,-0.031125,-3.627326,-0.005592,-0.001597,-0.005326
13:41:50:914,10556,-8.967157,-0.066441,-3.662641,-0.005859,-0.007723,-0.004261
13:41:50:921,10578,-8.982720,-0.100559,-3.563877,-0.007723,-0.011984,-0.002130
13:41:50:924,10600,-8.979727,-0.039505,-3.617749,-0.006658,-0.003994,-0.004793
13:41:50:927,10623,-9.059337,-0.105348,-3.524372,-0.010120,-0.001597,-0.006658
13:41:50:991,10645,-9.009655,-0.083799,-3.599193,-0.005859,-0.007457,-0.006391
13:41:50:995,10667,-9.052752,-0.052075,-3.587222,-0.009055,-0.004527,-0.011984
13:41:50:998,10689,-8.992895,-0.102355,-3.604580,-0.005859,-0.002396,-0.011185
13:41:51:055,10711,-9.007860,-0.146050,-3.600390,-0.000798,-0.005859,-0.011718
13:41:51:061,10733,-8.948003,-0.140663,-3.600390,-0.006391,0.000532,-0.011185
13:41:51:064,10756,-9.016838,-0.061652,-3.553103,-0.004527,-0.011185,-0.014647
13:41:51:125,10777,-8.989903,-0.078412,-3.504021,-0.005326,-0.004793,-0.005326
13:41:51:130,10799,-8.976135,-0.047286,-3.645283,-0.006924,-0.002130,-0.007190
13:41:51:134,10822,-9.003071,-0.034118,-3.577046,-0.003994,-0.002929,-0.007723
13:41:51:193,10844,-8.948601,-0.069433,-3.581834,-0.002396,-0.005859,-0.008256
13:41:51:195,10865,-8.998282,-0.074821,-3.586623,-0.003195,-0.002396,-0.004527
13:41:51:369,10887,-9.018634,-0.051476,-3.588419,-0.003462,-0.005326,-0.008522
13:41:51:376,10909,-8.961171,-0.034118,-3.593207,-0.009055,-0.002130,0.000266
13:41:51:382,10932,-9.010254,-0.029928,-3.645283,-0.007457,-0.002396,-0.003728
13:41:51:387,10954,-8.985114,-0.093376,-3.574053,-0.007457,-0.005592,-0.004261
13:41:51:395,10998,-8.975537,-0.142459,-3.588419,-0.009321,-0.006125,-0.001331
13:41:51:392,10976,-8.930046,-0.106545,-3.627924,-0.004261,-0.002663,-0.000532
13:41:51:404,11021,-8.991698,-0.044294,-3.566272,-0.007723,-0.005859,-0.003195
13:41:51:407,11043,-8.988705,-0.056265,-3.581236,-0.002929,-0.006125,-0.004527
13:41:51:411,11065,-8.945608,-0.025738,-3.634509,-0.004261,-0.010120,-0.001597
13:41:51:417,11087,-8.977333,-0.077813,-3.606376,-0.007989,-0.002663,-0.006125
13:41:51:428,11109,-8.964164,-0.108939,-3.575250,-0.008788,-0.006391,-0.006658
13:41:51:445,11132,-8.952193,-0.097566,-3.581834,-0.006924,-0.008788,-0.008522
13:41:51:510,11154,-9.008458,-0.101756,-3.557293,-0.006658,-0.007457,-0.007723
13:41:51:513,11176,-8.995888,-0.094573,-3.550709,-0.000266,-0.007190,-0.008256
13:41:51:517,11198,-8.988705,-0.083799,-3.609967,-0.003728,-0.009321,-0.005859
13:41:51:575,11220,-8.953988,-0.084398,-3.642888,-0.007723,-0.001864,-0.009055
13:41:51:582,11242,-9.067716,-0.129889,-3.589017,-0.004261,-0.009853,-0.005592
13:41:51:586,11265,-9.005465,-0.035315,-3.609967,-0.007190,-0.002929,-0.003728
13:41:51:645,11287,-8.953988,-0.055666,-3.593806,-0.005859,-0.001597,-0.002929
13:41:51:652,11309,-8.992297,0.005985,-3.603982,-0.002663,-0.004793,-0.004527
13:41:51:655,11331,-8.970150,-0.067638,-3.569863,-0.010652,-0.000798,-0.004527
13:41:51:659,11353,-8.993494,-0.015562,-3.660846,-0.009321,-0.004261,-0.003994
13:41:51:719,11375,-9.007261,-0.067039,-3.589017,-0.008788,-0.002663,-0.007723
13:41:51:724,11398,-9.001874,-0.084996,-3.562082,-0.012250,0.000532,-0.004527
13:41:51:728,11420,-9.023422,-0.053871,-3.583630,-0.003728,-0.002663,-0.003195
13:41:51:786,11442,-8.982720,-0.071828,-3.563279,-0.001597,-0.003728,-0.001065
13:41:51:792,11464,-9.005465,-0.077813,-3.565075,-0.006924,0.000266,-0.003728
13:41:51:795,11486,-8.998282,-0.108340,-3.581236,-0.006658,-0.004527,-0.003462
13:41:51:850,11509,-8.980325,-0.093376,-3.588419,-0.006125,-0.002130,-0.006391
13:41:51:855,11531,-9.032401,-0.113728,-3.583032,-0.004527,-0.003195,-0.005326
13:41:51:909,11553,-9.043774,-0.107143,-3.592010,-0.005592,-0.008256,-0.008788
13:41:51:915,11575,-8.962967,-0.107143,-3.572856,-0.007457,-0.005592,-0.006125
13:41:51:921,11598,-8.994691,-0.020351,-3.585426,-0.005592,-0.005592,-0.005060
13:41:51:973,11620,-8.995888,-0.125100,-3.609369,-0.002929,-0.001065,-0.009587
13:41:51:981,11642,-9.022225,-0.070631,-3.611164,-0.000266,-0.005326,-0.006391
13:41:51:984,11664,-9.024021,-0.131086,-3.570462,-0.008788,-0.009321,-0.009321
13:41:52:040,11686,-8.990501,-0.094573,-3.586623,-0.006658,-0.006391,-0.002130
13:41:52:045,11708,-8.956981,-0.107143,-3.581834,-0.003195,-0.010652,-0.003195
13:41:52:051,11730,-8.946207,-0.091581,-3.714118,-0.005326,-0.005326,-0.008788
13:41:52:107,11752,-9.047365,-0.087391,-3.584827,-0.010386,-0.011451,-0.003994
13:41:52:115,11774,-8.979727,-0.041899,-3.638699,-0.007723,-0.007190,-0.003994
13:41:52:119,11796,-8.998282,-0.010175,-3.610566,-0.003994,0.000000,-0.002663
13:41:52:172,11818,-9.028809,-0.040104,-3.657853,-0.007723,-0.003994,-0.002396
13:41:52:180,11840,-9.015042,-0.044294,-3.583032,-0.003994,0.001065,-0.004261
13:41:52:183,11862,-8.962368,-0.046089,-3.626129,-0.008256,-0.002396,-0.001864
